Name,Daily_Returns,Risk,cluster
HPQ,-0.010265982267848806,0.018665296083624307,0
HRB,0.02264600715137055,0.018182322086822623,0
HRL,0.0,0.01334146698783709,1
HRS,0.027919806243272394,0.020865349849487957,0
HSIC,-0.0076159390724874765,0.016486612475093955,1
HST,0.001544799176107059,0.01580310085001253,1
HSY,-0.022213446539638637,0.016786844345109037,4
HUM,-0.015680737217598217,0.014875467672253317,1
IBM,-0.009591863010171342,0.01701064952109105,1
ICE,-0.021447350214473415,0.011518728034795108,1
IDXX,-0.01788392113301862,0.017353296154135434,4
IFF,0.0020363738501509854,0.012196048110223639,1
ILMN,0.0018115942028984477,0.02351241791718125,0
INCY,-0.020088525706503213,0.02067955545799725,4
INFO,-0.013540074252020085,0.013177847664047797,1
INTC,0.0064573591627701266,0.028978382394546875,3
INTU,0.0026108037545844454,0.012601661968020048,1
IP,-0.005371831458787946,0.014723972910084319,1
IPG,0.015252621544328049,0.017288375115616046,0
IQV,0.0015296757087497337,0.015633845827497963,1
IR,-0.006103542234332404,0.016435595920650973,1
IRM,0.0021141649048626032,0.017277506964455937,0
ISRG,-0.021551196336296652,0.023671792968367588,2
IT,-0.03684889533946134,0.019047920505346982,4
ITW,-0.0042646521262336146,0.0158186267161271,1
IVZ,-0.004462957453138849,0.018244964448489626,0
JBHT,0.01742430777193138,0.013846090922293032,0
JCI,-0.0005316321105793831,0.01740882960918318,0
JEC,0.029154973495478798,0.01925340877639871,0
JNJ,-0.0031100659940834774,0.017995551037721245,0
JNPR,-0.00587314017227869,0.02215295366738592,0
JPM,0.006779056284006879,0.015025405581141935,0
JWN,0.02154993783671766,0.02166988002355799,0
K,-0.01457949662369551,0.01510415313926518,1
KEY,0.0057115659209898695,0.016919433131081137,0
KHC,-0.01022742564930701,0.011859545801377663,1
KIM,-0.010224948875255602,0.013539122255577405,1
KLAC,-0.02442269314834178,0.023501727363310413,2
KMB,-0.015594883476432453,0.017406167184295454,4
KMI,-0.002308136180034559,0.018589794087020564,0
KMX,0.0012247397428049034,0.01716556191018269,0
KO,-0.002462502798298627,0.011131917059101763,1
KORS,0.010238386308068392,0.012914036716850276,1
KR,-0.005847953216374324,0.016450296065759658,1
KSS,0.002709163346613641,0.0248167700615866,0
KSU,-0.002049944092433864,0.017310098194780445,0
L,0.0010458063166700615,0.014396346016046358,1
LB,0.04046610169491527,0.023935174865622244,0
LEG,0.004387889425186531,0.016359591505969114,0
LEN,0.007776307081402978,0.02324799061960258,0
LH,0.005869449220371248,0.014906400252923235,1
LKQ,-0.004441154700222105,0.012899951731302995,1
LLL,0.02659285255301258,0.018244689969866435,0
LLY,-0.0162841389921784,0.01795837588503682,4
LMT,0.02322343671317295,0.01603352154698368,0
LNC,-0.0007636502481861429,0.021054727249182118,0
LNT,-0.0002665955745133619,0.011383593660816387,1
LOW,-0.002993414488126067,0.01971433967417935,0
LRCX,-0.03762476169115181,0.03199831032366141,2
LUK,0.011322280630812864,0.016107335252595195,0
LUV,-0.004299965600275235,0.018769568799562496,0
LYB,-0.031189597610261743,0.020497035382547817,4
M,0.024834437086092676,0.025227522693507403,0
MA,-0.003249054820415931,0.013122371377337478,1
MAA,-0.01412714429868811,0.015151522086366432,1
MAC,0.00905280804694053,0.02175297070624232,0
MAR,-0.0027851174748269036,0.016353053566775928,1
MAS,0.008266414737836403,0.015503761434767603,0
MAT,0.008902077151335286,0.03631466390626835,3
MCD,0.003208620898413894,0.011229419808096764,1
MCHP,-0.0980200174064404,0.029492704341770707,2
MCK,0.00203252032520318,0.019246875414938972,0
MCO,0.00025326073192344367,0.01911292280496414,0
MDLZ,-0.011223344556677839,0.012919354397669634,1
MDT,-0.003918207420105402,0.010160541193258418,1
MET,0.0012987012987011326,0.0232928056607117,0
MGM,-0.005733944954128489,0.0202029555378728,0
MHK,-0.0014549524342473141,0.0127692955679894,1
MKC,0.0019519812609798404,0.018178978207124236,0
MLM,0.03986505749311031,0.018938247161684428,0
MMC,-0.0009727626459143934,0.010788594925369332,1
MMM,-0.0018833197791379153,0.016015456724354234,1
MNST,0.005295125369880083,0.017121141966790245,0
MO,0.003908011423418012,0.01463680310770864,1
MON,0.009388884231704253,0.006309916493491762,1
MOS,0.007179896290386845,0.024694886449574703,0
MPC,-0.009133810321205527,0.015287805291779878,1
MRK,0.007573025604038941,0.018829182898819696,0
MRO,-0.05223447475333731,0.02673341722361437,2
MS,0.004049328179642986,0.019075867809661227,0
MSFT,-0.01883280411693855,0.0177650593560114,4
MSI,-0.0012650836901518803,0.0156638469008201,1
MTB,-0.0004863287582406173,0.016809639734630195,0
MTD,0.007343710770775891,0.016529848447609075,0
MU,-0.04261622607110316,0.03680932350391378,2
MYL,-0.012933138116154042,0.02032829101129658,4
NAVI,0.02034883720930236,0.0241976851784897,0
NBL,-0.03869364572239986,0.023577200895065493,2
NCLH,-0.007903780068728494,0.017597142326819838,1
NDAQ,-0.005790015440041207,0.011112602446554827,1
NEE,-0.00982883123829903,0.013588056368770324,1
NEM,-0.015944724953494638,0.016611561966806094,4
NFLX,-0.004365497516182537,0.031663270242781115,3
NFX,-0.037449392712550544,0.021706194515618456,2
NI,-0.008161512027491491,0.009954425898092612,1
NKE,0.006286415210058127,0.016490329966785573,0
NLSN,0.01899077590884435,0.01767785515695874,0
NOC,0.031022900763358896,0.017603149719389293,0
NOV,-0.0378638033342753,0.023781009972511563,2
NRG,-0.005880047040376368,0.016275502754463274,1
NSC,-0.002586508213911265,0.0160530436121935,1
NTAP,-0.00877192982456132,0.01867646706059163,0
NTRS,-0.006215469613259583,0.014937118771342588,1
NUE,-0.010691823899371067,0.014794377055400335,1
NVDA,0.014274315098856238,0.027860547350126278,0
NWL,0.024695652173913007,0.05460383622776419,3
NWS,-0.012121212121212088,0.0146011463350004,1
NWSA,-0.01411909146715784,0.013855857773164384,1
O,-0.02296784501697624,0.01340070250240863,4
OKE,0.0028358738036156073,0.01653588506597448,0
OMC,0.021686093792355532,0.014621622132675307,0
ORCL,-0.010728744939271229,0.015792666834167055,1
ORLY,-0.011063162024323225,0.017024832982227203,1
OXY,-0.01895534962089296,0.015980769642639846,4
PAYX,0.00794021485287244,0.013639507778435226,1
PBCT,0.004184100418409997,0.011394257313436336,1
PCAR,-0.019414703783012133,0.01798196416556405,4
PCG,-0.009533366783743169,0.011847571941483039,1
PCLN,0.012923288820978485,0.01235575956635261,1
PDCO,-0.013981939994174075,0.01752167920154678,4
PEG,0.0014696619777452291,0.012562346691126661,1
PEP,-0.0005283550545966964,0.01034544682481065,1
PFE,-0.008503401360544394,0.01866719925462661,0
PFG,-0.009606445615122472,0.022027993565652947,0
PG,-0.006554989075018058,0.012840355860593145,1
PGR,0.010024588613580576,0.014648339464981175,0
PH,-0.019313075112347478,0.016194746959460816,4
PHM,-0.00828912466843501,0.019399749797507183,0
PKG,-0.015383322125084087,0.013966391895675051,1
PKI,-0.0030263157894737658,0.014506117266854725,1
PLD,-0.011524530786960918,0.01767147289907564,4
PM,-0.014452307385627416,0.017749602293426932,4
PNC,0.004601724026184417,0.014122819683566617,1
PNR,0.0024824766355140415,0.012265751580553198,1
PNW,0.0,0.010130183090143477,1
PPG,0.001491751491751403,0.014776809469873035,1
PPL,0.006651147322913165,0.011131055491136181,1
PRGO,-0.005906406179009616,0.014693392577779026,1
PRU,0.0016217677268222097,0.01818399119503847,0
PSA,-0.00026968716289110795,0.012715637194284962,1
PSX,-0.013109000825763828,0.016744352824650786,4
PVH,0.01551759341182879,0.012901436053948966,1
PWR,-0.02075042637862412,0.01890816610470825,4
PX,-0.03412529779151385,0.016443990481017016,4
PXD,0.01293475136533484,0.018012576060579377,0
PYPL,-0.0011892177589852837,0.021396076192078207,0
QCOM,0.009937888198757738,0.022028640065469365,0
QRVO,-0.012394081193878748,0.04356233045989302,3
RCL,0.006736644211186027,0.01743043630809056,0
RE,0.01807527236711781,0.019339823017647244,0
REG,-0.004499048278248763,0.012487421804424659,1
REGN,-0.012367178276269208,0.023154456271167426,2
RF,0.01553294054633092,0.015852920639018345,0
RHI,0.003749330476700674,0.017789399652678815,0
RHT,0.0010102580043518383,0.012789093135177555,1
RJF,-0.004047254430102898,0.017042247175919657,0
RL,0.00908835378993711,0.01812988431787991,0
RMD,-0.025881115202524896,0.03508980374674774,2
ROK,0.001113644800339486,0.01629490967784785,0
ROP,-0.009672978905465368,0.016285367160761326,1
ROST,-0.0043406102387335554,0.016373422911374943,1
RRC,-0.048585931834662754,0.034268897907492754,2
RSG,0.0006195786864930941,0.0118306065664532,1
RTN,0.01586038880326157,0.015288081427658438,0
SBAC,0.0030722891566263844,0.014923038716724202,1
SBUX,-0.02067973386081634,0.013060204123417646,4
SCG,-0.02551834130781505,0.025255886344807882,2
SCHW,-0.015701853953840272,0.017616594286875786,4
SEE,0.0018066847335138636,0.010145132087549972,1
SHW,-0.0037530864197530267,0.01316239444380316,1
SIG,0.012929292929293013,0.026647729020216723,0
SJM,-0.0007505003335557259,0.016773574160785842,0
SLB,-0.018158783783783883,0.018121619911448443,4
SLG,-0.006313536650615292,0.014723634021597348,1
SNA,-0.002633626623570917,0.013633461223857949,1
SNI,-0.006041262965918226,0.006498208949228701,1
SNPS,-0.018296169239565563,0.012217010304618992,1
SO,-0.0034490687514371343,0.009811355472819135,1
SPG,-0.0071804077445825065,0.010254877636110186,1
SPGI,0.01517003778617454,0.024356409072004093,0
SRCL,0.021455616323096338,0.01602115153920389,0
SRE,0.006673114119922552,0.00754981588624437,1
STI,0.00847581470115455,0.016117459917394432,0
STT,-0.00937799043062204,0.018882043102851638,0
STX,0.017871815940837976,0.027057721784624282,0
STZ,-0.009894123630311058,0.012423491014038645,1
SWK,-0.011632223734686309,0.01330034662652879,1
SWKS,-0.030700076511094188,0.03319945217843249,2
SYF,-0.004512874966817182,0.018760327530223508,0
SYK,-0.0030491760736992557,0.0146509606386221,1
SYMC,-0.01846381093057603,0.01584936250216382,4
SYY,-0.02028839704896046,0.017465944112552065,4
T,0.002715177844148764,0.0177505621360703,0
TAP,-0.023339317773788282,0.014098505543245666,4
TDG,0.00495424206977213,0.015246815885508535,1
TEL,0.004740770627395641,0.011569622654156118,1
TGT,0.007426763856416052,0.0211067828557615,0
TIF,0.0002911208151383793,0.014224129716512164,1
TJX,0.0027635215159891313,0.013091579557438403,1
TMK,-0.0016782546152002142,0.01293917308312527,1
TMO,-0.009213290051556133,0.01689074903641392,1
TPR,0.022031823745410017,0.0224183802455589,0
TRIP,0.005142017629774509,0.03684548197016993,3
TROW,-0.0042067869496120736,0.018640720566543693,0
TRV,0.009158679446219287,0.015918674249165907,0
TSCO,0.0013376932223543303,0.021912884270897416,0
TSN,-0.010917913465426587,0.012903715734497705,1
TSS,0.002937030075187863,0.013827065527542938,1
TWX,-0.0005254308532997021,0.006737984678261726,1
TXN,-0.03674317559270801,0.028095493416949818,2
TXT,0.014185639229421954,0.015181448175447733,0
UA,0.008298755186721962,0.032137382958013785,3
UAA,0.012213740458015376,0.029343145425878514,3
UAL,0.02204847537138388,0.035072577936674745,3
UDR,-0.014864470999708668,0.013133018943638879,1
UHS,0.002224884477152189,0.0179204768870594,0
ULTA,-0.0024246305869436435,0.01751945909771504,0
UNH,0.0028421707078780667,0.018871324931727784,0
UNM,-0.0011848341232227888,0.017453400594140283,0
UNP,-0.016698436904308056,0.02117183989396044,4
UPS,-0.0070978617691420665,0.017587548008149982,0
URI,0.013073421267655094,0.01907548286086064,0
USB,0.003295496155254485,0.011258186621042318,1
UTX,0.01663970418303662,0.016568826804789293,0
V,-0.0026673335000416687,0.015454835389847073,1
VAR,-0.013998988024962022,0.030618959653655405,2
VFC,0.013986895161290258,0.011558645770559041,1
VIAB,-0.023679999999999923,0.03536556707307405,2
VLO,-0.006853858058810447,0.015101819610904484,1
VMC,0.011516011989272767,0.0175407605148602,0
VNO,-0.0072282047499632185,0.012638871382960227,1
VRSK,-0.0033680665193138726,0.010415718672066001,1
VRSN,-0.002741979709350084,0.0131963217682204,1
VRTX,-0.022603126765869397,0.022963250003906234,2
VTR,-0.004136115811242735,0.014248186046415751,1
VZ,0.0035412158174306096,0.014930281911917953,1
WAT,-0.0036503551696922543,0.015291232953544839,1
WBA,-0.003621674327900948,0.018972746838529897,0
WDC,-0.00640949554896153,0.01863594301124137,0
WEC,-0.0054826383120119004,0.010757808628616744,1
WFC,0.004539106145251326,0.02216875353283667,0
WHR,-0.013175306369023643,0.019700905537632745,4
WLTW,-0.006439393939393967,0.01295498113390368,1
WM,-0.0008557457212713393,0.013507994687052431,1
WMB,-0.005634736493205228,0.015214120446265578,1
WMT,0.01932606541129811,0.01454820773694235,0
WRK,-0.002013942680092917,0.016021775902248854,1
WU,-0.016153457849570896,0.017913584752817697,4
WY,-0.0046136101499422155,0.01571954153379009,1
WYN,-0.008766803039158333,0.020315859540516804,0
WYNN,0.08638647224604834,0.04472694276146153,3
XEC,-0.023510971786833812,0.015211423569193777,4
XEL,-0.006318745611982091,0.01039777420331289,1
XL,0.1247991430101767,0.02896325215679603,3
XLNX,-0.029279605739962244,0.02233110220213134,2
XOM,-0.017996171027440888,0.01865449627143599,4
XRAY,-0.002736914129319201,0.01911869833922497,0
XRX,0.010696920583468383,0.022240136528437433,0
XYL,0.006448899481284354,0.014695491016342085,1
YUM,-0.005584512285927046,0.011560887492742429,1
ZBH,-0.012428454619787366,0.011409205610393632,1
ZION,0.028560548362528637,0.01640533833850879,0
ZTS,0.008052408898594265,0.014080828144056916,1
